Levy,Manufacturer,Model,Prod. year,Leather interior,Engine volume,Mileage,Cylinders,Doors,Color,Airbags,Wheel__Right-hand drive,Drive wheels_4x4,Drive wheels_Front,Drive wheels_Rear,Gear_box_type_Automatic,Gear_box_type_Manual,Gear_box_type_Tiptronic,Gear_box_type_Variator,fuel_type__CNG,fuel_type__Diesel,fuel_type__Hybrid,fuel_type__Hydrogen,fuel_type__LPG,fuel_type__Petrol,fuel_type__Plug-in Hybrid,category__Coupe,category__Goods wagon,category__Hatchback,category__Jeep,category__Limousine,category__Microbus,category__Minivan,category__Pickup,category__Sedan,category__Universal
0,HYUNDAI,Elantra,2011,1,1.8,121600,4.0,2,Brown,4,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,BMW,328,2006,1,3.0,226000,6.0,2,Black,10,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1055,MERCEDES-BENZ,ML 350,2013,1,3.5,127416,6.0,2,White,12,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,LINCOLN,Navigator,1999,1,5.4,99000,8.0,2,White,4,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1327,TOYOTA,Camry SE,2018,1,2.5,41068,4.0,2,Black,10,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,HONDA,Legend FULL,2005,1,3.5,160000,6.0,2,Blue,7,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1058,HYUNDAI,Santa FE,2012,1,3.5,154782,6.0,2,Grey,12,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
490,HONDA,Insight,2011,0,1.3,172997,4.0,2,Blue,6,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2080,FORD,Transit,2000,0,2.5,193000,4.0,2,Carnelian red,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,NISSAN,Note,2008,0,1.5,999999999,4.0,2,Black,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1268,HONDA,Fred,2012,0,1.5,83000,4.0,2,White,4,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
891,HYUNDAI,Sonata,2016,1,2.0,514781,4.0,2,Orange,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1058,MERCEDES-BENZ,E 350,2012,1,3.5,318285,6.0,2,Black,12,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1017,HONDA,Civic,2017,1,2.0,41747,4.0,2,White,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1185,FORD,Escape,2009,1,2.5,196682,4.0,2,Black,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
353,TOYOTA,Prius,2015,1,1.8,123778,4.0,2,Grey,12,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
595,HONDA,FIT,2015,1,1.5,87573,4.0,2,Black,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
638,KIA,Optima,2014,1,2.0,45504,4.0,2,Black,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
781,TOYOTA,Camry,2012,1,2.5,314373,4.0,2,Grey,12,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
518,TOYOTA,RAV 4,2016,1,2.5,47453,4.0,2,Silver,10,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1058,TOYOTA,Highlander,2012,1,3.5,205250,6.0,2,Silver,12,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,NISSAN,Tiida,2005,1,1.5,165000,4.0,2,Black,2,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
364,CHEVROLET,Orlando,2012,1,1.0,164745,4.0,2,Grey,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1017,MERCEDES-BENZ,GLA 250,2017,1,2.0,109608,4.0,2,White,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1249,TOYOTA,Camry,2017,1,2.5,48600,4.0,2,Black,12,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1197,TOYOTA,Tacoma,2012,1,4.0,365810,6.0,2,White,12,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,VAZ,2121 (Niva),1999,1,1.7,1000,5.0,1,White,6,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
765,HYUNDAI,Sonata,2015,1,2.0,90621,4.0,2,Grey,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
333,FORD,Fusion,2014,1,2.0,186048,4.0,2,Black,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1055,FORD,Explorer,2013,1,3.5,106604,4.0,2,Silver,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,MASERATI,Quattroporte,2009,1,4.0,0,8.0,2,Black,6,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,VOLKSWAGEN,Passat,2015,1,1.8,99000,4.0,2,Silver,9,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
738,CHEVROLET,Cruze LT,2017,0,1.4,49439,4.0,2,Grey,6,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
828,CHEVROLET,Malibu,2020,1,1.5,14162,4.0,2,Brown,12,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
891,HYUNDAI,Sonata,2016,1,2.0,453750,4.0,2,Orange,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
891,HYUNDAI,Tucson,2016,1,2.0,94558,4.0,2,White,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
789,CHEVROLET,Cruze,2009,1,1.6,75367,4.0,2,Silver,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
911,HYUNDAI,Santa FE,2010,1,2.2,112483,4.0,2,Silver,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
765,HYUNDAI,Santa FE,2015,1,2.0,148387,4.0,2,White,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1363,LEXUS,GX 460,2012,1,4.6,150909,8.0,2,Black,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1974,HONDA,FIT,2019,0,1.3,6000,4.0,2,Black,2,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
753,JEEP,Compass,2012,1,2.4,91810,4.0,2,Silver,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,TOYOTA,Camry,2016,1,2.5,4000,6.0,2,Black,6,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
761,TOYOTA,Prius,2010,1,1.8,256966,4.0,2,Blue,12,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2225,LEXUS,GX 460,2017,1,4.6,69918,8.0,2,White,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
574,HONDA,Insight,2010,1,1.3,189571,4.0,2,Silver,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
687,HYUNDAI,Elantra,2010,1,1.6,138425,4.0,2,White,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
503,TOYOTA,Prius C,2012,1,1.5,99922,4.0,2,White,12,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1267,TOYOTA,Aqua,2013,0,1.5,142000,4.0,2,Red,10,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,HYUNDAI,Santa FE sport,2018,1,2.4,12000,4.0,2,Green,12,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,MERCEDES-BENZ,C 230,1996,0,2.3,210456,4.0,2,Silver,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1552,HONDA,Shuttle,2015,0,1.5,42000,4.0,2,White,6,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
862,BMW,328,2013,1,2.8,108800,4.0,2,White,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
584,VOLKSWAGEN,Jetta,2014,1,1.8,65600,4.0,2,Black,8,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
501,TOYOTA,Aqua,2014,1,1.5,116350,4.0,2,White,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
730,SSANGYONG,Actyon,2016,1,1.6,83804,4.0,2,Blue,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,TOYOTA,Prius,2011,0,1.8,256000,4.0,2,White,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,HYUNDAI,Tucson,2012,1,2.4,128000,4.0,2,Grey,8,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
777,FORD,Fusion,2014,1,2.5,182963,4.0,2,Black,12,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
490,HONDA,Insight,2011,0,1.3,150000,4.0,2,Carnelian red,10,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
765,HYUNDAI,Sonata,2015,1,2.0,585977,4.0,2,Orange,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
779,TOYOTA,Camry,2013,1,2.5,350400,4.0,2,White,8,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1850,LEXUS,RX 400,2008,1,3.5,364523,6.0,2,Black,12,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
642,HYUNDAI,Sonata,2012,1,2.0,110000,4.0,2,Black,12,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
382,LINCOLN,MKZ hybrid,2015,1,2.0,137666,4.0,2,Grey,10,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1017,MERCEDES-BENZ,GLA 250,2017,1,2.0,55704,4.0,2,Black,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,TOYOTA,Aqua,2012,0,1.5,199450,4.0,2,White,4,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
481,FORD,Fusion,2017,1,2.0,89758,4.0,2,White,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
607,TOYOTA,Camry,2019,1,2.5,9626,4.0,2,Black,12,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,HONDA,Cr-v,1998,0,2.0,0,4.0,2,White,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1537,TOYOTA,Highlander,2009,1,3.3,420550,6.0,2,Blue,12,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
645,LEXUS,CT 200h,2011,1,1.8,228610,4.0,2,Black,12,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
574,HONDA,Insight,2010,1,1.3,308331,4.0,2,Silver,12,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
639,CHEVROLET,Captiva,2014,1,2.0,82014,4.0,2,Black,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,MERCEDES-BENZ,CLK 320,2004,1,3.2,178000,6.0,1,Blue,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,TOYOTA,Vitz,2007,0,1.3,83000,4.0,2,Silver,4,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,BMW,528,2009,1,2.8,240000,6.0,2,Black,6,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
934,NISSAN,Altima,2015,1,2.5,124403,4.0,2,White,12,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
562,VOLKSWAGEN,Jetta,2015,0,1.4,50950,4.0,2,Blue,10,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1055,LEXUS,RX 450,2013,1,3.5,361603,6.0,2,Black,12,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2455,LEXUS,GX 470,2008,1,4.7,263190,8.0,2,White,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
753,HYUNDAI,Sonata,2012,1,2.4,259934,4.0,2,Red,12,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
609,HONDA,FIT,2016,1,1.3,57400,4.0,2,Silver,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1047,HYUNDAI,Elantra,2007,1,1.6,122587,4.0,2,Silver,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
836,HYUNDAI,Genesis,2010,1,2.0,108981,4.0,2,Yellow,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,HONDA,FIT,2007,0,1.3,150000,4.0,2,Grey,4,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
880,HYUNDAI,Elantra,2018,1,1.6,52000,4.0,2,Red,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1515,FORD,Transit Connect Prastoi,2005,0,1.8,189000,4.0,2,Red,4,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
658,HONDA,Insight,2009,0,1.3,142526,4.0,2,White,8,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1091,TOYOTA,Camry,2016,1,2.5,117453,4.0,2,Silver,12,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
528,HYUNDAI,Elantra,2014,1,1.6,195965,4.0,2,White,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,MERCEDES-BENZ,C 300,2019,1,3.0,2000,8.0,2,White,12,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1273,MERCEDES-BENZ,ML 350,2015,1,3.5,79080,6.0,2,Grey,12,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1811,LEXUS,GX 460,2010,1,4.6,275240,8.0,2,Silver,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
761,TOYOTA,Prius,2010,0,1.8,150000,4.0,2,Black,12,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
308,TOYOTA,Prius,2014,0,1.8,152000,4.0,2,Silver,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
530,HYUNDAI,Elantra,2013,1,1.6,80819,4.0,2,Black,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,TOYOTA,Camry,2013,0,2.5,122080,4.0,2,Black,8,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
639,AUDI,A4,2014,1,2.0,162032,4.0,2,Black,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
707,HYUNDAI,Tucson,2011,1,2.0,129000,4.0,2,Grey,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,BMW,525,1998,1,3.2,11111,6.0,1,Silver,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,KIA,Optima,2014,1,2.4,80000,4.0,2,Black,4,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
639,VOLKSWAGEN,Golf TDI,2014,1,2.0,51742,4.0,2,Blue,8,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,HONDA,Insight,2009,0,1.3,180000,4.0,2,Silver,4,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
707,AUDI,Q5,2011,1,2.0,287021,4.0,2,Black,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1058,TOYOTA,Camry,2012,1,3.5,93000,6.0,2,Black,10,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
891,HYUNDAI,Sonata,2016,1,2.0,49829,4.0,2,White,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
489,CHEVROLET,Spark,2016,1,1.0,31970,4.0,2,White,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,CHEVROLET,Cruze,2017,0,1.4,37474,4.0,2,Silver,8,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1624,LEXUS,ES 300,2009,1,3.5,132700,4.0,2,White,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,HONDA,Insight LX,2011,0,1.3,198000,4.0,2,Blue,6,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,MITSUBISHI,Pajero,1997,0,2.8,278374,4.0,2,Green,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1850,MERCEDES-BENZ,E 350,2008,1,3.5,122874,6.0,2,Black,12,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
934,NISSAN,Altima,2015,1,2.5,94632,4.0,2,White,12,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,VOLKSWAGEN,Golf,1999,0,1.6,165248,4.0,2,White,4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
765,MERCEDES-BENZ,GLA 250,2015,1,2.0,63000,4.0,2,Black,14,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,MERCEDES-BENZ,C 220,1996,0,2.2,136000,4.0,2,Blue,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
586,TOYOTA,Prius,2012,0,1.8,137000,4.0,2,Silver,16,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,HYUNDAI,Sonata,2015,0,2.0,106112,4.0,2,Silver,12,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
765,HYUNDAI,Sonata,2015,1,2.0,389338,4.0,2,Orange,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
891,HYUNDAI,Elantra,2016,1,2.0,40464,4.0,2,Grey,12,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
639,HYUNDAI,Sonata,2014,1,2.0,490516,4.0,2,Orange,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
781,TOYOTA,RAV 4,2012,0,2.5,77000,4.0,2,White,6,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,TOYOTA,Prius ფლაგინი,2012,1,1.8,262400,4.0,2,Silver,12,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
642,CHEVROLET,Malibu,2012,1,2.0,72960,4.0,2,Black,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
730,SSANGYONG,Actyon,2016,1,1.6,82658,4.0,2,Blue,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
900,HYUNDAI,Sonata SE,2015,0,2.4,84000,4.0,2,Silver,12,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
779,TOYOTA,RAV 4 Le,2013,0,2.5,65350,4.0,2,White,12,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
722,MERCEDES-BENZ,Smart,2004,0,0.8,22000,3.0,1,Black,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1324,TOYOTA,Highlander,2010,1,3.3,300366,6.0,2,Blue,12,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,HONDA,FIT,2003,0,1.3,0,4.0,2,Red,4,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
765,HYUNDAI,Sonata,2015,1,2.0,72369,4.0,2,Silver,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
697,HYUNDAI,Elantra,2015,0,1.8,96000,4.0,2,Silver,10,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1091,CHEVROLET,Impala,2016,1,2.5,129459,4.0,2,Black,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
777,FORD,Transit Connect ბენზინი,2014,0,2.5,200968,4.0,2,White,4,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
595,TOYOTA,Prius C,2015,1,1.5,75200,4.0,2,Red,12,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
394,TOYOTA,Camry,2014,1,2.5,0,4.0,2,Black,12,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
765,FORD,Fusion,2015,1,2.0,71454,4.0,2,Black,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
639,HYUNDAI,Sonata,2014,1,2.0,347600,4.0,2,Silver,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
645,TOYOTA,Prius,2011,1,1.8,121000,4.0,2,Silver,7,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,NISSAN,Juke,2015,0,1.6,77000,4.0,2,Black,4,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1018,BMW,335,2011,1,3.0,143950,6.0,1,Black,12,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1598,MERCEDES-BENZ,E 350,2008,1,3.0,175614,6.0,2,Black,12,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
919,MERCEDES-BENZ,ML 350,2012,1,3.0,221312,6.0,2,Blue,12,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1249,CHEVROLET,Impala,2017,1,2.5,56486,4.0,2,Golden,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,HONDA,FIT,2005,0,1.3,0,4.0,2,Silver,4,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,FORD,Fusion HIBRID,2010,1,2.5,156000,4.0,2,White,4,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
707,HYUNDAI,Sonata,2011,1,2.0,164861,4.0,2,Black,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,MERCEDES-BENZ,GLS 63 AMG,2014,1,6.3,748742,1.0,1,Black,12,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1076,HYUNDAI,Santa FE,2020,1,2.0,21844,4.0,2,Grey,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
862,SUBARU,Forester,2011,0,2.5,102000,4.0,2,Black,10,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
751,HYUNDAI,Sonata,2013,1,2.4,197328,4.0,2,Black,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1646,LEXUS,GX 460,2015,1,4.6,102907,8.0,2,Black,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
562,CHEVROLET,Cruze,2015,1,1.4,144000,4.0,2,White,12,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
777,HYUNDAI,H1,2014,1,2.5,74210,4.0,2,Silver,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,HONDA,FIT,2006,0,1.3,0,4.0,2,Silver,4,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
